Title;Year;Authors;Abstract;Source Title;Library;DOI;Column1;Column2
The Real Breadboard: Creating an Electronic Sandwich;2024;Teipen, Jeremiah;“The Real Breadboard: Creating an Electronic Sandwich” is a hands-on class that allows participants to experiment with electronic circuit techniques while exploring concepts surrounding electronic technology's pervasive invasion into all aspects of public and private life.Participants use electronic circuit prototyping techniques to create a satirical object that uses bread as a prototyping breadboard, exposing the absurdity accompanying certain technological “advancements” and our media-rich diets that creep into everything, including your sandwich. Participants will take away their creations and increase their appetite for conceptual/technical experimentation.First developed in the isolation of an art studio, the expansion of this project into a participatory workshop conduces collaboration and broadens the possible interpretations of the inherent concepts while inviting the integration of new ideas from a larger and more diverse audience.This hands-on class introduces participants to the project's concept and prototyping using breadboards. The class provides electronic components such as microcontrollers and LEDs, from which participants build and code circuits to control an LED matrix. This circuit is built on actual bread to create the electronic sandwich with the components inside the sandwich as ingredients and the LEDs visible outside the sandwich through the bread.Participants, provided with sample code and libraries, will write the code to make creative animations on the LEDs, which will appear on top of the sandwich. The result might be a pattern, a graphic drawing, or text. Participants combine their LED designs with laser-engraved images of their creation toasted into the bread, which also appears on the top slice of bread of the sandwich. The creative combination of these processes allows participants to explore exciting concepts. Inserting electronic consumerism into something meant for human internal consumption provides a thoughtful platform for participants to be creative and have fun.In a world where a sandwich with grill marks that loosely resemble a religious icon sells online for a ludicrous amount, maybe it's not so far-fetched to have electronic components in our food. Maybe your electronic sandwich's LED matrix informs you of its ingredients or nutritional content. Perhaps your electronic sandwich displays an attractive design, so you choose it over those boring sandwiches to its left and right that only show their price and expiration date. Possibly, there's also a dark side. Is your electronic sandwich a data harvesting device relaying the contents of your bowels to advertisers and insurance agents? Or is it spewing misinformation and claiming a hotdog isn't a sandwich?As society continues to inundate every human experience and interaction with digital technology and media, we must reflect on these choices. Although this project is superfluous on its surface, the deeper goal is contemplation.;ACM SIGGRAPH 2024 Labs;ACM;10.1145/3641236.3664421;;
Chrysso: an integrated power manager for constrained many-core processors;2015;"Jha, Sudhanshu Shekhar; Heirman, Wim; Falc\'{o}n, Ayose; Carlson, Trevor E.; Van Craeynest, Kenzo; Tubella, Jordi; Gonz\'{a}lez, Antonio; Eeckhout, Lieven";Modern microprocessors are increasingly power-constrained as a result of slowed supply voltage scaling (end of Dennard scaling) in conjunction with the transistor density scaling (Moore's Law). Existing many-core power management techniques such as chip-wide/per-core DVFS, and core and cache adaptation are quite effective in isolation at moderate to high power budgets. However, for future many-core chip, the existing techniques do not scale well to large core counts, small time slices and stringent power budgets. We need a new solution that combines different adaptation and reconfiguration techniques.In this paper, we present Chrysso, an integrated, scalable and low-overhead power management framework. Chrysso consists of a three-step process: leveraging simple analytical performance and power models, pruning the search space early using local Pareto front generation, followed by global utility-based power allocation. This ensures scalable and effective dynamic adaptation of many-core processors at short time scales along multiple axes, including core, cache and per-core DVFS adaptations. By integrating multiple power management techniques into a common methodology, Chrysso provides significant performance improvements over isolated mechanisms within a given power budget without power-gating cores. On a 64-core system, Chrysso improves system throughput by 1.6\texttimes{} and 1.9\texttimes{} over core-gating at stringent power envelops for multi-program (SPEC) and multi-threaded (PARSEC) workloads, respectively.;Proceedings of the 12th ACM International Conference on Computing Frontiers;ACM;10.1145/2742854.2742885;;
Batch Model for Batched Timestamps Data Analysis with Application to the SSA Disability Program;2016;"Yue, Qingqi; Yuan, Ao; Che, Xuan; Huynh, Minh; Zhou, Chunxiao";The Office of Disability Adjudication and Review (ODAR) is responsible for holding hearings, issuing decisions, and reviewing appeals as part of the Social Security Administration's disability determining process. In order to control and process cases, the ODAR has established a Case Processing and Management System (CPMS) to record management information since December 2003. The CPMS provides a detailed case status history for each case. Due to the large number of appeal requests and limited resources, the number of pending claims at ODAR was over one million cases by March 31, 2015. Our National Institutes of Health (NIH) team collaborated with SSA and developed a Case Status Change Model (CSCM) project to meet the ODAR's urgent need of reducing backlogs and improve hearings and appeals process. One of the key issues in our CSCM project is to estimate the expected service time and its variation for each case status code. The challenge is that the system's recorded job departure times may not be the true job finished times. As the CPMS timestamps data of case status codes showed apparent batch patterns, we proposed a batch model and applied the constrained least squares method to estimate the mean service times and the variances. We also proposed a batch search algorithm to determine the optimal batch partition, as no batch partition was given in the real data. Simulation studies were conducted to evaluate the performance of the proposed methods. Finally, we applied the method to analyze a real CPMS data from ODAR/SSA.;Proceedings of the 22nd ACM SIGKDD International Conference on Knowledge Discovery and Data Mining;ACM;10.1145/2939672.2939706;;
Blotter: Low Latency Transactions for Geo-Replicated Storage;2017;"Moniz, Henrique; Leit\~{a}o, Jo\~{a}o; Dias, Ricardo J.; Gehrke, Johannes; Pregui\c{c}a, Nuno; Rodrigues, Rodrigo";Most geo-replicated storage systems use weak consistency to avoid the performance penalty of coordinating replicas in different data centers. This departure from strong semantics poses problems to application programmers, who need to address the anomalies enabled by weak consistency. In this paper we use a recently proposed isolation level, called Non-Monotonic Snapshot Isolation, to achieve ACID transactions with low latency. To this end, we present Blotter, a geo-replicated system that leverages these semantics in the design of a new concurrency control protocol that leaves a small amount of local state during reads to make commits more efficient, which is combined with a configuration of Paxos that is tailored for good performance in wide area settings. Read operations always run on the local data center, and update transactions complete in a small number of message steps to a subset of the replicas. We implemented Blotter as an extension to Cassandra. Our experimental evaluation shows that Blotter has a small overhead at the data center scale, and performs better across data centers when compared with our implementations of the core Spanner protocol and of Snapshot Isolation on the same codebase.;Proceedings of the 26th International Conference on World Wide Web;ACM;10.1145/3038912.3052603;;
Privacy-Preserving Control of Partitioned Energy Resources;2024;"Laufer, Evan; Levis, Philip; Rajagopal, Ram";Distributed energy resources are an increasingly important part of the electric grid. We examine the problem of partitioning a distributed energy resource among many users while providing privacy to them. In this model, clients can send requests to a server, the server can verify that the requests are valid and aggregate them, but it cannot see the actual values in the requests. Without privacy, each user is forced to reveal their daily schedule or energy use. Energy resources add a novel challenge that prior systems do not address: they require verifying limits on private power (a rate over time) and energy (a sum) values. Furthermore, the cryptographic mechanisms must run on embedded energy control systems. We describe Weft, a novel cryptographic system that verifies both power (rate) and energy (integral) constraints on private client values and aggregates them. The key insight behind the approach is to rely on additively homomorphic secret shares, which allows servers to compute sums from rates. We present 3 cryptographic proof systems with different system trade-off for embedded systems: bit-splitting proofs minimize memory use, sorting proofs minimize computation, and commitment proofs minimize network communication. Using bit-splitting proofs, it takes an IoT client using a CortexM microcontroller 4 minutes of compute time to privately control its share of an energy resource for a day at 20s granularity.;Proceedings of the 15th ACM International Conference on Future and Sustainable Energy Systems;ACM;10.1145/3632775.3661988;;
Tag-ordering polling protocols in RFID systems;2016;"Qiao, Yan; Chen, Shigang; Li, Tao; Chen, Shiping";Future RFID technologies will go far beyond today's widely used passive tags. Battery-powered active tags are likely to gain more popularity due to their long operational ranges and richer on-tag resources. With integrated sensors, these tags can provide not only static identification numbers but also dynamic, real-time information such as sensor readings. This paper studies a general problem of how to design efficient polling protocols to collect such real-time information from a subset of M tags in a large RFID system. We show that the standard, straightforward polling design is not energy-efficient because each tag has to continuously monitor the wireless channel and receive O(|M|) tag IDs, which is energy-consuming. Existing work is able to cut the amount of data each tag has to receive by half through a coding design. In this paper, we propose a tag-ordering polling protocol (TOP) that can reduce per-tag energy consumption by more than an order of magnitude. We also reveal an energy-time tradeoff in the protocol design: per-tag energy consumption can be reduced to O(1) at the expense of longer execution time of the protocol. We then apply partitioned Bloom filters to enhance the performance of TOP, such that it can achieve much better energy efficiency without degradation in protocol execution time. Finally, we show how to configure the new protocols for time-constrained energy minimization.;IEEE/ACM Trans. Netw.;ACM;10.1109/TNET.2015.2423311;;
Caesar: cross-camera complex activity recognition;2019;"Liu, Xiaochen; Ghosh, Pradipta; Ulutan, Oytun; Manjunath, B. S.; Chan, Kevin; Govindan, Ramesh";Detecting activities from video taken with a single camera is an active research area for ML-based machine vision. In this paper, we examine the next research frontier: near real-time detection of complex activities spanning multiple (possibly wireless) cameras, a capability applicable to surveillance tasks. We argue that a system for such complex activity detection must employ a hybrid design: one in which rule-based activity detection must complement neural network based detection. Moreover, to be practical, such a system must scale well to multiple cameras and have low end-to-end latency. Caesar, our edge computing based system for complex activity detection, provides an extensible vocabulary of activities to allow users to specify complex actions in terms of spatial and temporal relationships between actors, objects, and activities. Caesar converts these specifications to graphs, efficiently monitors camera feeds, partitions processing between cameras and the edge cluster, retrieves minimal information from cameras, carefully schedules neural network invocation, and efficiently matches specification graphs to the underlying data in order to detect complex activities. Our evaluations show that Caesar can reduce wireless bandwidth, on-board camera memory, and detection latency by an order of magnitude while achieving good precision and recall for all complex activities on a public multi-camera dataset.;Proceedings of the 17th Conference on Embedded Networked Sensor Systems;ACM;10.1145/3356250.3360041;;
For a Microkernel, a Big Lock Is Fine;2015;"Peters, Sean; Danis, Adrian; Elphinstone, Kevin; Heiser, Gernot";It is well-established that high-end scalability requires fine-grained locking, and for a system like Linux, a big lock degrades performance even at moderate core counts. Nevertheless, we argue that a big lock may be fine-grained enough for a microkernel designed to run on closely-coupled cores (sharing a cache), as with the short system calls typical for a well-designed microkernel, lock contention remains low under realistic loads.;Proceedings of the 6th Asia-Pacific Workshop on Systems;ACM;10.1145/2797022.2797042;;
Data-oriented abstraction of virtual sensors for energy-aware embedded software systems;2016;"Ravindran, Kaliappa; Iannelli, Michael";We analyze the computing and communications as incorporated in networked objects (IoT): such as sensors, with focus on the performance and QoS aspects (e.g., latency of sensor data delivery to end-user). We advocate the offloading of complex computational tasks from the field-deployed low-capability sensor devices to cloud-based remote machines when feasible. In addition to the improved latency performance, the offloading of complex sensor tasks lowers the energy consumption of sensor devices. A key element of our IoT system architecture is the use of layered sensing techniques to determine the offloading of sensor tasks and the network transfer of sensor data. The computational cycles expended and network data transfer overhead vis-a-vis the energy consumption incurred therein, are factored in the partitioning of sensor tasks. Given the large-dimensionality of sensor input data, our architecture incorporates the accuracy and timeliness of sensor outputs as the controllable application-level quality parameters. The paper describes a case study of Optical Character Recognition to corroborate our approach.;Proceedings of the 2nd Workshop on Experiences in the Design and Implementation of Smart Objects;ACM;10.1145/2980147.2980157;;
Adaptive code offloading for mobile cloud applications: exploiting fuzzy sets and evidence-based learning;2018;"Flores, Huber; Srirama, Satish";Mobile cloud computing is arising as a prominent domain that is seeking to bring the massive advantages of the cloud to the resource constrained smartphones, by following a delegation or offloading criteria. In a delegation model, a mobile device consumes services from multiple clouds by efficiently utilizing solutions like middleware. In the offloading model, a mobile application is partitioned and analyzed so that the most computational expensive operations at code level can be identified and offloaded for remote processing. While code offloading is studied extensively for the development of mobile cloud applications, much of the advantages of cloud computing are still left unexploited and poorly considered in these approaches. Cloud computing may introduce many other dynamic variables like performance metrics, parallelization of tasks, elasticity etc., to current code offloading models that could affect the overall offloading decision process. To address this, we propose a fuzzy decision engine for code offloading, that considers both mobile and cloud variables. The cloud parameters and rules are introduced asynchronously to the mobile, using notification services. The paper also proposes a strategy to enrich the offloading decision process with evidence-based learning methods, by exploiting cloud processing capabilities over code offloading traces.;Proceeding of the Fourth ACM Workshop on Mobile Cloud Computing and Services;ACM;10.1145/2482981.2482984;;
Energy Aware Persistence: Reducing Energy Overheads of Memory-based Persistence in NVMs;2016;"Kannan, Sudarsun; Qureshi, Moinuddin; Gavrilovska, Ada; Schwan, Karsten";Next generation byte addressable nonvolatile memories (NVMs) such as PCM, Memristor, and 3D X-Point are attractive solutions for mobile and other end-user devices, as they offer memory scalability as well as fast persistent storage. However, NVM's limitations of slow writes and high write energy are magnified for applications that require atomic, consistent, isolated and durable (ACID) persistence. For maintaining ACID persistence guarantees, applications not only need to do extra writes to NVM but also need to execute a significant number of additional CPU instructions for performing NVM writes in a transactional manner. Our analysis shows that maintaining persistence with ACID guarantees increases CPU energy up to 7.3x and NVM energy up to 5.1x compared to a baseline with no ACID guarantees. For computing platforms such as mobile devices, where energy consumption is a critical factor, it is important that the energy cost of persistence is reduced.To address the energy overheads of persistence with ACID guarantees, we develop novel energy-aware persistence (EAP) principles that identify data durability (logging) as the dominant factor in energy increase. Next, for low energy states, we formulate energy efficient durability techniques that include a mechanism to switch between performance and energy efficient logging modes, support for NVM group commit, and a memory management method that reduces energy by trading capacity via less frequent garbage collection. For critical energy states, we propose a relaxed durability mechanism -- ACI-RD -- that relaxes data logging without affecting the correctness of an application. Finally, we evaluate EAP's principles with real applications and benchmarks. Our experimental results demonstrate up to 2x reduction in CPU and 2.4x reduction in NVM energy usage compared to the traditional ACID persistence.;Proceedings of the 2016 International Conference on Parallel Architectures and Compilation;ACM;10.1145/2967938.2967953;;
Early experiments using SYCL single-source modern C++ on Xilinx FPGA: Extended Abstract of Technical Presentation;2018;"Keryell, Ronan; Yu, Lin-Ya";Heterogeneous computing is required in systems ranging from low-end embedded systems up to the high-end HPC systems to reach high-performance while keeping power consumption low. Having more and more CPU and accelerators such as FPGA creates challenges for the programmer, requiring even more expertise of them. Fortunately, new modern C++-based domain-specific languages, such as the SYCL open standard from Khronos Group, simplify the programming at the full system level while keeping high performance.SYCL is a single-source programming model providing a task graph of heterogeneous kernels that can be run on various accelerators or even just the CPU. The memory heterogeneity is abstracted through buffer objects and the memory usage is abstracted with accessor objects. From these accessors, the task graph is implicitly constructed, the synchronizations and the data movements across the various physical memories are done automatically, by opposition to OpenCL or CUDA.triSYCL is an on-going open-source project used to experiment with the SYCL standard, based on C++17, OpenCL, OpenMP and Clang/LLVM. We have extended this framework to target Xilinx SDx tool to compile some SYCL programs to run on a CPU host connected to some FPGA PCIe cards, by using OpenCL and SPIR standards from Khronos.While SYCL provides functional portability, we made a few FPGA-friendly extensions to express some optimization to the SDx back-end in a pure C++ way.We present some interesting preliminary results with simple benchmarks showing how to express pipeline, dataflow and array-partitioning and we compare with the implementation written using other languages available for Xilinx FPGA: HLS C++ and OpenCL C.;Proceedings of the International Workshop on OpenCL;ACM;10.1145/3204919.3204937;;
Towards Scalable Distributed Workload Manager with Monitoring-Based Weakly Consistent Resource Stealing;2015;"Wang, Ke; Zhou, Xiaobing; Qiao, Kan; Lang, Michael; McClelland, Benjamin; Raicu, Ioan";One way to efficiently utilize the coming exascale machines is to support a mixture of applications in various domains, such as traditional large-scale HPC, the ensemble runs, and the fine-grained many-task computing (MTC). Delivering high performance in resource allocation, scheduling and launching for all types of jobs has driven us to develop Slurm++, a distributed workload manager directly extended from the Slurm centralized production system. Slurm++ employs multiple controllers with each one managing a partition of compute nodes and participating in resource allocation through resource balancing techniques. In this paper, we propose a monitoring-based weakly consistent resource stealing technique to achieve resource balancing in distributed HPC job launch, and implement the technique in Slurm++. We compare Slurm++ with Slurm using micro-benchmark workloads with different job sizes. Slurm++ showed 10X faster than Slurm in allocating resources and launching jobs -- we expect the performance gap to grow as the job sizes and system scales increase in future high-end computing systems.;Proceedings of the 24th International Symposium on High-Performance Parallel and Distributed Computing;ACM;10.1145/2749246.2749249;;
MxU: Towards Predictable, Flexible, and Efficient Memory Access Control for the Secure IoT;2019;"Pan, Runyu; Parmer, Gabriel";The advanced functionality requirements of modern embedded and Internet of Things (IoT) devices -- from autonomous vehicles, to city and power-grid management -- are driving an ever-increasing software complexity. At the same time, the pervasive internet connections of these systems necessitate the fundamental design of security into these devices. The isolation of complex features from those that are critical through protection domains is an effective means to constrain the scope of faults and security breaches. Common hardware-provided memory facilities to enforce protection domains through memory access control -- including Memory Management Units (MMUs) usually found in microprocessors, and Memory Protection Units (MPUs) usually found in microcontrollers -- must meet the goals of enabling flexible, efficient and dynamic management of memory, and must enable tight bounds on the worst-case execution of critical code. Unfortunately, current system memory management facilities are ill-prepared to handle this challenge: MMUs that use extensive caches to achieve strong average-case performance suffer from debilitating worst-case and even average-case behavior under hefty interference, while MPUs struggle to provide flexible memory management.This paper details MxU, a memory protection and allocation abstraction that integrates temporal specifications into the memory management subsystem, to enable portable code to achieve both predictable, tightly-bounded execution and dynamic management across both MMU- and MPU-based systems. We implement MxU in the Composite microkernel, and evaluate its flexibility and predictability over two different architectures: a MPU-based Cortex-M7 microcontroller and a MMU-based Cortex-A9 microprocessor using a suite of modern applications including neural network-based inference, SQLite, and a javascript runtime. For MMU-based systems, MxU reduces application TLB stall by up to 68.0%. For MPU-based systems, MxU enables flexible dynamic memory management often with application overheads of 1%, increasing to 6.1% under significant interference.;ACM Trans. Embed. Comput. Syst.;ACM;10.1145/3358224;;
Robot Locomotion through Tunable Bursting Rhythms using Efficient Bio-mimetic Neural Networks on Loihi and Arduino Platforms;2023;"Vivekanand, Vijay Shankaran; Chopra, Samarth; Hashemkhani, Shahin; Chinnakonda Kubendran, Rajkumar";Rhythmic tasks that biological beings perform such as breathing, walking, and swimming, use specialized neural networks called central pattern generators (CPG). Spiking CPGs have already been implemented to control robot locomotion. This paper aims to take this concept further by designing and implementing a tunable bursting central pattern generator to control quadruped robots for the first time, to the best of our knowledge. Bursting CPGs allow for more granular control over the motion and speed of operation while retaining the low memory usage and latency capabilities of spiking CPGs. A bio-mimetic neuron model is chosen for this implementation which is highly optimized to run real-time on standard (Arduino microcontroller) and specialized (Intel Loihi) hardware. The Petoi bittle is chosen as the model hardware setup to showcase the efficiency of the proposed CPGs even in serial processing architectures. The CPG network is also realized in a completely asynchronous Loihi architecture to illustrate its versatility. The fully connected network running on CPG takes around 10 kilo bytes of memory (33% of Arduino capacity) to execute different modes of locomotion - walk, jump, trot, gallop, and crawl. Benchmarking results show that the bio-mimetic neurons take around 600 bytes (around 2%) more memory than Izhikevich neurons while being 0.02ms (around 14%) faster in isolated neuron testing.;Proceedings of the 2023 International Conference on Neuromorphic Systems;ACM;10.1145/3589737.3605965;;
Smart charging mechanism for electronic devices to save battery life;2023;Jumayev, Bayram Ashyrmyradovich;This paper proposes a newly developed smart apparatus for saving a battery life of electronic devices by controlling their charging process and therefore preventing possible degradation. The apparatus or gadget is mainly made of a microcontroller, relay, socket and current transformer. The main purpose of the smart charging apparatus is to cut off the current flowing towards the battery for some time after the charging process is completed. Unlike smart phones that control their own charging process, the proposed device totally isolates the electronic device from the charging electrical circuit and does not recharge the batteries until the user reconnects the apparatus to electricity. In other words, the newly worked out gadget serves as a smart socket with an extension cable. The proposed apparatus can also be used to control working regimes of electrical appliances and accumulators being charged from solar cells.;Proceedings of the 24th International Conference on Computer Systems and Technologies;ACM;10.1145/3606305.3606311;;
Research and Implementation on Intelligent Terminal Virtualization Technology;2020;"Bai, Huifeng; Huo, Chao; Zhang, Ganghong; He, Jinhong; Gao, Jian; Yin, Zhibin";"Intelligent interconnection put forward new requirements to power terminals, and the reconfigurable development mode, where ""hardware as a platform and software to app"" is the key to intelligent development, virtualization technology provides the possibility for the realization. This paper analyzes the problems and development trend of intelligent distribution transformer terminals in the new situation, based on the development of virtualization technology; it gives the terminal development proposal for realization of independent hardware and software environment through container technology. In addition, it analyzes the virtualization requirements of intelligent terminal. Finally, customized develops the software platform to adapt to the intelligent distribution transformer terminal. The experimental application results of terminal prototype, which is developed by integrated MCU chip, show that the virtualization technology is beneficial to realize ""once encapsulation and running everywhere"", and then conducive to the intelligent development of distribution transformer terminal.";Proceedings of the 4th International Conference on Computer Science and Application Engineering;ACM;10.1145/3424978.3425163;;
The dual processor platform architecture: demo abstract;2019;"Beutel, Jan; Tr\""{u}b, Roman; Forno, Reto Da; Wegmann, Markus; Gsell, Tonio; Jacob, Romain; Keller, Michael; Sutton, Felix; Thiele, Lothar";The Dual Processor Platform (DPP) is a novel architecture template for networked embedded systems based on a strictly asynchronous processor interconnect that allows to minimize interference with a proven predictable behavior [7]. Contrary to traditional platforms [1, 5] DPP tries to mitigate interference by isolating different tasks and mapping them onto dedicated hardware resources. Typically, two different task sets - (i) sensing/actuation/data processing and (ii) communication - are mapped onto two different physically separated processing elements (usually low-power microcontrollers), allowing each to be optimized according to their individual requirements. Such hardware partitioning is a standard approach, frequently found in more complex sensor system implementations [2]. While the communication processor handles wireless packet transmission and reception, the application processor is dedicated to the sensor data acquisition, processing and actuation. But this strict separation of resources and function also requires a processor interconnect: BOLT [7], a stateful processor interconnect specifically designed based on this paradigm allows a strict decoupling of the power, clock and time domains of the two processing elements by allowing only asynchronous message passing between the two. The strict limitation to an asynchronous interface allows for predictable run-time behavior that, in addition to typical behavior observed from experiments, has been formally verified [7]. The most notable advantages of this approach are:Modularity Exchanging one of the components is hassle free and does not require a change to the other components.Simpler software The complexity of software development and validation is significantly reduced by task decoupling.Parallel development Development of the two separate entities can take place independently.Independent power management Each subsystem can take independent decisions on when to utilize low-power modes.;Proceedings of the 18th International Conference on Information Processing in Sensor Networks;ACM;10.1145/3302506.3312481;;
IoT monitoring and control system of Distribution Transformers in Rwanda;2023;"Bimenyimana, Emmanuel; Nsengiyumva, Philibert; Ngoga, Said Rutabayiro";"In developing countries, many customers do not get good quality of electricity power supply due to frequent and prolonged power fluctuations/cuts. Distribution transformer&nbsp;(DT) is a&nbsp;service transformer&nbsp;that provides the final&nbsp;voltage&nbsp;transformation in the&nbsp;electric power distribution&nbsp;system, stepping down the voltage to the level used by the customers. Monitoring and control of DT (as a crucial and expensive asset in the network) is a key enabler of power stability to consumers. A power utility is said to be a business oriented with good image representation if it delivers a reliable and affordable electricity. Modern technologies such as the Internet of Things (IoT) offer a wide range of applications in the energy sector to smoothly monitor, control and optimize processes. Currently, many energy companies in developing countries are not yet implementing the remote system to control and monitor the secondary side of DTs and timely get the notifications of fluctuations/abnormalities occurred on those DTs. That is why it is still challenging and time consuming to intervene urgently and do the necessary actions to prevent severe and prolonged power cuts/fluctuations and safeguard the damage of DTs themselves with customer's appliances connected on those DTs. The secondary side of DT is the one connected directly and supply power to the customers. For this reason, we developed an affordable IoT system that automatically detects the abnormalities/fluctuations of three core technical parameters of DT (which are voltage, current and temperature) using current sensors, voltage sensors, and temperature sensor with ATmega 328P Microcontroller to collect and process data from sensors connected to DT system. Once one or all of those technical parameters become abnormal, the system cut off automatically the secondary side of DT in 2 seconds to isolate and protect the customers’ load with safeguarding DT itself using a power relay. At the same time, GSM/GPRS module uploads the sensed abnormal data to the cloud storage, displays them on web-based application for visualization, and sends the corresponding short message service (sms) to notify the issue to the authorized person in 5 seconds for speeding up the interventions and power restoration. In case there is a movement related to the vandalism in the compound of DT, a PIR sensor detects the human motion then a camera takes the related picture and send it to the utility with the corresponding sms. A buzzer generates an audio signaling to warn the culprit/criminal until he left the site. If there is no abnormality detected, the system keeps sensing without sending the data to the cloud. We can open and close remotely the secondary side of DT and buzzer. This system is powered using a rechargeable battery.";Proceedings of the 2023 12th International Conference on Software and Computer Applications;ACM;10.1145/3587828.3587866;;
Characterizing Docker Overhead in Mobile Edge Computing Scenarios;2017;"Avino, G.; Malinverno, M.; Malandrino, F.; Casetti, C.; Chiasserini, C. F.";"Mobile Edge Computing (MEC) is an emerging network paradigm that provides cloud and IT services at the point of access of the network. Such proximity to the end user translates into ultra-low latency and high bandwidth, while, at the same time, it alleviates traffic congestion in the network core. Due to the need to run servers on edge nodes (e.g., an LTE-A macro eNodeB), a key element of MEC architectures is to ensure server portability and low overhead. A possible tool that can be used for this purpose is Docker, a framework that allows easy, fast deployment of Linux containers. This paper addresses the suitability of Docker in MEC scenarios by quantifying the CPU consumed by Docker when running two different containerized services: multiplayer gaming and video streaming. Our tests, run with varying numbers of clients and servers, yield different results for the two case studies: for the gaming service, the overhead logged by Docker increases only with the number of servers; conversely, for the video streaming case, the overhead is not affected by the number of either clients or servers.";Proceedings of the Workshop on Hot Topics in Container Networking and Networked Systems;ACM;10.1145/3094405.3094411;;
Ripples in the Pond: Transmitting Information through Grid Frequency Modulation;2022;"G\""{o}tte, Jan Sebastian; Katzir, Liran; Scheuermann, Bj\""{o}rn";"The growing heterogenous ecosystem of networked consumer devices such as smart meters or IoT-connected appliances such as air conditioners is difficult to secure, unlike the utility side of the grid which can be defended effectively through rigorous IT security measures such as isolated control networks. In this paper, we consider a crisis scenario in which an attacker compromises a large number of consumer-side devices and modulates their electrical power to destabilize the grid and cause an electrical outage&nbsp;[9, 26, 27, 47, 50, 55]. In this paper propose a broadcast channel based on the modulation of grid frequency through which utility operators can issue commands to devices at the consumer premises both during an attack for mitigation and in its wake to aid recovery. Our proposed grid frequency modulation (GFM) channel is independent of other telecommunication networks. It is resilient towards localized blackouts and it is operational immediately after power is restored. Based on our GFM broadcast channel we propose a “safety reset” system to mitigate an ongoing attack by disabling a device’s network interfaces and resetting its control functions. It can also be used in the wake of an attack to aid recovery by shutting down non-essential loads to reduce strain on the grid. To validate our proposed design, we conducted simulations based on measured grid frequency behavior. Based on these simulations, we performed an experimental validation on simulated grid voltage waveforms using a smart meter equipped with a prototype safety reset system based on a commodity microcontroller.";Proceedings of the 38th Annual Computer Security Applications Conference;ACM;10.1145/3564625.3564640;;
The Elasticity and Plasticity in Semi-Containerized Co-locating Cloud Workload: a View from Alibaba Trace;2018;"Liu, Qixiao; Yu, Zhibin";Cloud computing with large-scale datacenters provides great convenience and cost-efficiency for end users. However, the resource utilization of cloud datacenters is very low, which wastes a huge amount of infrastructure investment and energy to operate. To improve resource utilization, cloud providers usually co-locate workloads of different types on shared resources. However, resource sharing makes the quality of service (QoS) unguaranteed. In fact, improving resource utilization (IRU) and guaranteeing QoS at the same time in cloud has been a dilemma which we name an IRU-QoS curse. To tackle this issue, characterizing the workloads from real production cloud computing platforms is extremely important.In this work, we analyze a recently released 24-hour trace dataset from a production cluster in Alibaba. We reveal three key findings which are significantly different from those from the Google trace. First, each online service runs in a container while batch jobs run on physical servers. Further, they are concurrently managed by two different schedulers and co-located on same servers, which we call semi-containerized co-location. Second, batch instances largely use the spare resources that containers reserved but not used, which shows the elasticity feature of resource allocation of the Alibaba cluster. Moreover, through resource overprovisioning, overbooking, and overcommitment, the resource allocation of the Alibaba cluster achieves high elasticity. Third, as the high elasticity may hurt the performance of co-located online services, the Alibaba cluster sets bounds of resources used by batch tasks to guarantee the steady performance of both online services and batch tasks, which we call plasticity of resource allocation.;Proceedings of the ACM Symposium on Cloud Computing;ACM;10.1145/3267809.3267830;;
Physical Design Solutions to Tackle FEOL/BEOL Degradation in Gate-level Monolithic 3D ICs;2016;"Ku, Bon Woong; Debacker, Peter; Milojevic, Dragomir; Raghavan, Praveen; Verkest, Diederik; Thean, Aaron; Lim, Sung Kyu";In this paper, we develop physical design tools and methodologies to tackle the inter-tier performance variations caused by low temperature manufacturing in 2-tier gate-level monolithic 3D ICs (M3D). First, we model the top tier front-end-of-line (FEOL) device mobility degradation and its impact on cell delay/power values. Next, we quantify the impact of tungsten interconnect and cost-driven metal layer saving in the back-end-of-line (BEOL) of the bottom tier. These device and interconnect degradation models are used in our new full-chip M3D physical design flow named Derated 2D. This flow overcomes the well-known drawback of the state-of-the-art Shrunk 2D that requires shrinking of layout objects and RC parasitics. Also, Derated 2D performs low-temperature process-aware tier partitioning to effectively keep timing-critical components in the bottom tier. Moreover, Derated 2D conducts timing-driven monolithic inter-tier via (MIV) planning to cope with the resistivity increase in tungsten BEOL. Lastly, Derated 2D offers an effective timing closure solution through a post-route optimization. Experiments based on a foundry-grade 7nm FinFET process design kit (PDK) show that Derated 2D achieves up to 36% performance improvement and 10% energy saving compared with Shrunk 2D. Using a post-route optimization, Derated 2D further improves timing under various FEOL/BEOL degradation settings at a minimum energy overhead.;Proceedings of the 2016 International Symposium on Low Power Electronics and Design;ACM;10.1145/2934583.2934622;;
