Document Title;Publication Year;Authors;Source Title;Abstract;Library;DOI
Ambient acoustic event assistive framework for identification, detection, and recognition of unknown acoustic events of a residence;;Sharnil Pandya, Hemant Ghayvat;Advanced Engineering Informatics;In recent times, Ambient Assisted Living has emerged as Smart Living. Smart living is a subset of ambient intelligence, which uses the latest technologies, intellectual processes, and ambient intelligent methodologies to enable house residents to live independently with a virtual companion 24 × 7. Typically, these residents are highly engrossed in the daily routine activities that they tend to ignore certain acoustic events attributing them to the white noise caused due to tap water leakage, flush water leakage, the acoustics of door opening/closing, cupboard opening/closing, curtain opening/closing, television, shower, radio, chair and many more. These unattended events lead to a waste of critical energy resources such as electricity, water, and gas and may cause accidents in some cases. For the conducted experiments, a customized dataset termed as “unknown-2000” and ESC-50 has been used, which has more than 2000 audio sound classification samples. The customized dataset is used for the conducted experiments, consisting of various length acoustic events ranging from 2 s to 10 s. In the proposed review, we have identified, analyzed, and evaluated resident acoustic events using Librosa machine learning libraries, texture analysis using LBP methodology, LSTM-CNN, SVM, KNN, LSTM, Bi-LSTM, and Decision Tree-based classification approaches. Furthermore, in the proposed approach, based on the conducted rigorous and detailed analysis, we are also envisioning the prospective ways to enhance smart living concepts by proposing a novel Acoustic Event Detection and Classification System. The investigation results validate the success of the proposed approach. The obtained results indicate that the customized version of the LSTM-CNN based classification approach used in the conducted experiment has outperformed all the other customized classification approaches, such as SVM, KNN-based classification, C4.5 decision tree-based classification, LSTM, and Bi-LSTM based classification. The LSTM-CNN based classification model has achieved an average value of approximately 0.77 and a standard deviation of 0.2295. Furthermore, the obtained experiential results show that the proposed approach has produced a good performance in various noisy conditions such as SNR0, SNR3, SNR6, SNR9, SNR12, and SNR15. The system classification accuracy has been enhanced to 77% for various acoustic events of a residence. In the end, a detailed comparison of LBP and without LBP approaches has been carried out, which proves that the combination of LBP and LSTM-CNN classification approach provides better results than without the LBP classification approach. The proposed Ambient Acoustic Event Assistive Framework is a cost-effective alternative due to the use of low-cost microphone sensors in the conducted experiments.;ScienceDirect;10.1016/j.aei.2020.101238.
Combination of geometric and parametric approaches for kinematic identification of an industrial robot;;Riby Abraham Boby, Alexandr Klimchik;Robotics and Computer-Integrated Manufacturing;"Combination of geometric and parametric approaches of kinematic identification is proposed in this article. The experimental strategy is similar to that used in geometric approach wherein each axis of the robot is actuated one after the other. This adds clarity to experimental strategy, which becomes ambiguous while solely using a conventional parametric approach. Therefore it is easier to conduct experiments even if there are restrictions in workspace. The estimation was done using a parametric technique, but in a stage wise manner using a divide and conquer strategy. This allowed measurement of the robot accuracy after removing the errors arising due to the definition of base and end-effector frames. Additionally it is possible to visualize the reduction in errors during the estimation process. In addition to this, the Jacobian matrix that relates the pose errors to the correction in parameters is adapted during estimation using a damped least squares method depending upon the convergence of the parameters. Results were obtained after extensive experiments on industrial robots using three different measurement instruments namely laser tracker, monocular camera and multi-camera system. The proposed method performs better than the conventional approach which uses only geometric approach. Finally thanks to the new approach, it was possible to conduct experiments after dividing the workspace region into those with high and low levels of observability; which is not easy while using conventional approaches. It was also possible to perform identification in regions closer and farther away from the robot where there is deterioration of observability. The results show that the proposed method could reduce the errors in pose in a consistent manner, even when different measurement instruments were used, or when there was a deterioration in observability due to the choice of poses during identification.";ScienceDirect;10.1016/j.rcim.2021.102142.
Conceptual design and kinetostatic analysis of a modular parallel kinematic machine-based hybrid machine tool for large aeronautic components;;Tengfei Tang, Jun Zhang;Robotics and Computer-Integrated Manufacturing;"Precision manufacturing and intelligent assembly in the aeronautic industry pose new challenges for the design of Flexible Manufacturing Systems (FMSs). To address these issues, a modular Parallel Kinematic Machine (PKM)-based hybrid machine tool is proposed. The 5-axis hybrid machine tool is conceptually designed by integrating 3-Degree-Of-Freedom (DOF) over-constrained PKMs with a 2-DOF serial mechanism including a unique double-circumferential guideway. By integrating accessory devices, the proposed machine provides a promising alternative solution to building a novel FMS for the flexible manufacturing requirements of larger arc-shaped aeronautic components. A kinematic model is established to conduct an inverse kinematic analysis to predict the reachable workspace by using a ‘sliced partition’ searching algorithm. To evaluate the kinetostatic performance of the hybrid machine tool, a modified kinetostatic model is established by including the compliances of all joints and limb structures. The prediction accuracy of the proposed kinetostatic model is validated by numerical simulations. Two kinetostatic performance indexes, the average reaction index and the average displacement index, are formulated and applied to reveal the gravity-caused joint reactions and elastic displacement of the hybrid machine tool, respectively. The analyses show that the kinetostatic performances of the machine are heavily affected by gravity; thus, gravity must be considered during the early design stage. Notably, with minor revisions, the proposed kinetostatic model and performance indexes can be applied to other hybrid mechanical systems to efficiently evaluate their kinetostatic performances.";ScienceDirect;10.1016/j.rcim.2018.10.012.
Minimization of Energy Consumption in WSN using Hybrid WECRA Approach;;Anurag Saini, Avnish Kansal, Navdeep Singh Randhawa;Procedia Computer Science;In wireless sensor network, the energy efficiency protocols are utilized to improve the energy conservation of the system and enhance the lifetime. The transmission is done by the deployment of nodes instead of any physical medium for communication in WSN. The deployed nodes transmit the data to sink or to the destination node. The nodes are gathered for better communication and this is known as clustering. In clustering, the nearby nodes are situated in compatible cluster and send the information to the cluster head which aggregates the information from various nodes and send it further to the sink. Different clustering algorithms and techniques have been developed for the enhancement of WSN. In traditional approach, the central node in the network preferred as cluster head and this node constrained for network transmission. This single node consumes more energy rather than other nodes leads to dead node. On the other hand, it follows the straight line route therefore the route is overloaded which consumes more energy with the reduction in lifetime of the network. We proposed an energy efficient genetic algorithm based approach with the concept of Virtual Grid based Dynamic Routes Adjustment (VGDRA) which enhances the overall performance of wireless sensor networks. The proposed approach has better energy efficiency as compare to LEACH because it is dynamic approach not static, balanced the load and optimization creates more chance of better result in less number of loops that are not possible in other techniques. The simulation result of the proposed approach is carried out in MATLAB.;ScienceDirect;10.1016/j.procs.2019.08.118.
Modeling of the resource allocation in cloud computing centers;;Shahin Vakilinia, Mustafa Mehmet Ali, Dongyu Qiu;Computer Networks;Cloud computing offers on-demand network access to the computing resources through virtualization. This paradigm shifts the computer resources to the cloud, which results in cost savings as the users leasing instead of owning these resources. Clouds will also provide power constrained mobile users accessibility to the computing resources. In this paper, we develop performance models of these systems. We assume that jobs arrive to the system according to a Poisson process and they may have quite general service time distributions. Each job may consist of multiple numbers of tasks with each task requiring a virtual machine (VM) for its execution. The size of a job is determined by the number of its tasks, which may be a constant or a variable. The jobs with variable sizes may generate new tasks during their service times. In the case of constant job size, we allow different classes of jobs, with each class being determined through their arrival and service rates and number of tasks in a job. In the variable case a job generates randomly new tasks during its service time. The latter requires dynamic assignment of VMs to a job, which will be needed in providing service to mobile users. We model the systems with both constant and variable size jobs using birth–death processes. In the case of constant job size, we determined joint probability distribution of the number of jobs from each class in the system, job blocking probabilities and distribution of the utilization of resources for systems with both homogeneous and heterogeneous types of VMs. We have also analyzed tradeoffs for turning idle servers off for power saving. In the case of variable job sizes, we have determined distribution of the number of jobs in the system and average service time of a job for systems with both infinite and finite amount of resources. We have presented numerical results and any approximations are verified by simulation. The results of the paper may be used in the dimensioning of cloud computing centers.;ScienceDirect;10.1016/j.comnet.2015.08.030.
Cluster-based flow control in hybrid software-defined wireless sensor networks;;Qingzhi Liu, Long Cheng, Renan Alves, Tanir Ozcelebi, Fernando Kuipers, Guixian Xu, Johan Lukkien, Shanzhi Chen;Computer Networks;Software-defined networking (SDN) is a cornerstone of next-generation networks and has already led to numerous advantages for data-center networks and wide-area networks. However, SDN is not widely adopted in constrained networks, such as Wireless Sensor Networks (WSN), due to excessive control overhead, lossy medium, and in-band control channels. Therefore, a key challenge to enable Software-Defined Wireless Sensor Networks (SD-WSN) is to reduce the number of control messages required to configure the data plane. In this paper, we propose a cluster-based flow control approach in hybrid SDNs. Our approach is hybrid in the sense that it takes advantage of distributed legacy routing and centralized SDN routing. In addition, it makes a trade-off between the granularity of flow control and the communication overhead induced by the SDN controller. The approach partitions a network into clusters with minimum number of border nodes. Instead of handling the individual flows of each node, the SDN controller only manages incoming and outgoing traffic flows of clusters through border nodes, while the flows inside each cluster are controlled by a distributed legacy WSN routing algorithm. Our proof-of-concept implementations in both software and hardware show that our approach is efficient with respect to reducing the number of nodes that must be managed and the number of control messages. In comparison to benchmark solutions with and without clustering, our solution reduces communication costs for flow configuration in an SD-WSN at least by 27% and at most by 88% respectively, without degrading packet delay nor delivery rate.;ScienceDirect;10.1016/j.comnet.2020.107788.
A fast and scalable authentication scheme in IOT for smart living;;Jianhua Li, Jiong Jin, Lingjuan Lyu, Dong Yuan, Yingying Yang, Longxiang Gao, Chao Shen;Future Generation Computer Systems;Numerous resource-limited smart objects (SOs) such as sensors and actuators have been widely deployed in smart environments, opening new attack surfaces to intruders. The severe security flaw discourages the adoption of the Internet of things in smart living. In this paper, we leverage fog computing and microservice to push certificate authority (CA) functions to the proximity of data sources. Through which, we can minimize attack surfaces and authentication latency, and result in a fast and scalable scheme in authenticating a large volume of resource-limited devices. Then, we design lightweight protocols to implement the scheme, where both a high level of security and low computation workloads on SO (no bilinear pairing requirement on the client-side) is accomplished. Evaluations demonstrate the efficiency and effectiveness of our scheme in handling authentication and registration for a large number of nodes, meanwhile protecting them against various threats to smart living. Finally, we showcase the success of computing intelligence movement towards data sources in handling complicated services.;ScienceDirect;10.1016/j.future.2020.11.006.
Energy Efficient Task Scheduling in Fog Environment using Deep Reinforcement Learning Approach;;Shashank Swarup, Elhadi M. Shakshuki, Ansar Yasar;Procedia Computer Science;The users of cloud span to several types of tasks for various purposes, such as users who need to accomplish tasks that utilize cloud based on as Infrastructure as a Service. These tasks are usually of high latency. There are some tasks that require immediate response. That is, ultra-low latency tasks like IoT device requirements. It is not feasible to always depend on a far cloud datacenter. Unlike traditional cloud computing, it is possible to place edge and fog nodes can be placed close to the IoT devices provides noticeable reduction in latency. The emerging fog computing technology is characterized by ultra-low latency response, which benefits several time-sensitive services and applications. Nodes in fog are deployed in less centralized. In a fog layer, the computing equipment dedicates parts of its limited resources to process IoT application tasks. Therefore, efficient utilization of computing resources is essential and requires an optimal and intelligent strategy for task scheduling. This paper focuses on scheduling IoT tasks in a fog-based environment with the aim to minimizing energy, cost, and service delay. Towards this end, a deep reinforcement learning based algorithm named Clipped Double Deep Q-learning using target networks and experience replay techniques is proposed. To ensure there is no lag in using resources optimally, a parallel queueing is utilized. One of the important factors in cloud (and fog) computing research is to address the problem of long waiting time of the task in the virtual machine queue. This paper proposes a dual queue method.;ScienceDirect;10.1016/j.procs.2021.07.012.
Container Based Resource Management for Data Processing on IoT Gateways;;Bali Ahmed, Billel Seghir, Mahmud Al-Osta, Gherbi Abdelouahed;Procedia Computer Science;IoT is featured by its diversity and heterogeneity in terms of hardware and software components shaping its systems. This in turn burdens the process of deploying and updating hardware components and their corresponding software elements. Moreover, these devices are constantly generating data and sending them to central cloud platforms for advanced processing, with billions of devices are anticipated to be connected in the coming years, this will lead to impact the network performance. To alleviate this concern, a recent tendency is to process these data locally close to their sources at the network edge. However, edge devices are likely to be resource-constrained, which in some cases limits their abilities to perform processing tasks. This work falls within the efforts attempt to provide a solution to enable an effective management of resources at the edge devices, as well as, facilitating the deployment and update of heterogeneous software modules. The proposed solution relies on containers, a lightweight virtualization technology. It takes advantage of some containers concepts, especially the orchestration concept, to enable task forwarding and resource sharing between IoT gateway devices within the same cluster. Our experimentation has shown promising results and revealed the potential of existing virtualization platforms.;ScienceDirect;10.1016/j.procs.2019.08.034.
PGMA: An algorithmic approach for multi-objective hardware software partitioning;;Naman Govil, Rahul Shrestha, Shubhajit Roy Chowdhury;Microprocessors and Microsystems;Designing embedded systems efficiently has always been of significant interest. This has been tremendously scaled-up for contemporary and high-end applications with their increasing complexity and the need to satisfy multiple conflicting constraints. This paper presents a high-speed Hardware Software Partitioning technique for the design of such systems. The partitioning problem has been modeled as a multi-dimensional optimization problem with the aim of minimizing the area utilization, power dissipation, time of execution and system memory requirement of the implementation. A two-phased algorithm (Phased Greedy Metaheuristic Algorithm or PGMA) has been proposed which also takes into consideration the communication costs between hardware and software Processing-Engines (PEs) while partitioning. Subsequently, a detailed empirical analysis of the proposed algorithm is presented to ascertain its efficiency, quality and speed. The execution time is as low as 18 ms for partitioning an algorithm consisting of 1000 blocks. Thereafter, the proposed algorithm is applied to a real-life embedded system, the Joint Photographic Expert-Group (JPEG) Encoder, to demonstrate its effectiveness. For a power constraint of 600?mW, an area utilization of 58.28% has been achieved, which is the maximum amongst all the reported works till date, to the best of our knowledge. This allowed for a decreased offloading of tasks to software, resulting in a memory usage of only 14?KB and execution time of 20 ms.;ScienceDirect;10.1016/j.micpro.2017.09.002.
Joint optimization of service request routing and instance placement in the microservice system;;Yinbo Yu, Jianfeng Yang, Chengcheng Guo, Hong Zheng, Jiancheng He;Journal of Network and Computer Applications;Microservice architecture is a promising architectural style. It decomposes monolithic software into a set of loosely coupled containerized microservices and associates them into multiple microservice chains to serve service requests. The new architecture creates flexibility for service provisioning but also introduces increased energy consumption and low service performance. Efficient resource allocation is critical. Unfortunately, existing solutions are designed at a coarse level for virtual machine (VM)-based clouds and not optimized for such chain-oriented service provisioning. In this paper, we study the resource allocation optimization problem for service request routing and microservice instance placement, so as to jointly reduce both resource usage and chains’ end-to-end response time for saving energy and guaranteeing Quality of Service (QoS). We design detailed workload models for microservices and chains and formulate the optimization problem as a bi-criteria optimization problem. To address it, a three-stage scheme is proposed to search and optimize the trade-off decisions, route service requests into instances and deploy instances to servers in a balanced manner. Through numerical evaluations, we show that while assuring the same QoS, our scheme performs significantly better than and faster than benchmarking algorithms on reducing energy consumption and balancing load.;ScienceDirect;10.1016/j.jnca.2019.102441.
SDN&NFV contribution to IoT objects virtualization;;L. Atzori, J.L. Bellido, R. Bolla, G. Genovese, A. Iera, A. Jara, C. Lombardo, G. Morabito;Computer Networks;The Internet of Things paradigm will certainly be one of the main drivers of the tomorrow's 5th generation (5G) wireless networks. In order to support the algorithms required for real time exchange and analysis of great amounts of data among the involved smart devices, Virtual Objects (VO) have become a key component to improve the objects energy management efficiency, as well as to address heterogeneity and scalability issues. Following the research trend of exploiting on-demand cloud computing resources to augment the processing and storage capabilities of IoT devices, this paper addresses the design of a novel infrastructure and paradigm to support the deployment of new personal IoT services inside the infrastructure provider premises. The goal is to bring cloud-computing services much closer to the end-users and to be able to replace physical IoT devices with their “Virtual Images”. Among other benefits, this approach will ensure a longer lifetime to IoT constrained devices and enable the inclusion of new protocols making the development of logic and the configuration of IoT smart application environment technology-agnostic. To achieve this goal, we have developed an open-source software platform that exploits OpenStack APIs and leverages a web interface providing all the functionality typically available in a home gateway through the OpenWRT Linux distribution. Results show this approach brings a manifest reduction in the amount of data transmitted, with benefits in terms of reduced workload and power consumption as well as extended device lifetime.;ScienceDirect;10.1016/j.comnet.2018.11.030.
Reprint of : LEGIoT: A Lightweight Edge Gateway for the Internet of Things;;Roberto Morabito, Riccardo Petrolo, Valeria Loscrì, Nathalie Mitton;Future Generation Computer Systems;The stringent latency together with the higher bandwidth requirements of current Internet of Things (IoT) applications, are leading to the definition of new network-infrastructures, such as Multi-access Edge Computing (MEC). This emerging paradigm encompasses the execution of many network tasks at the edge and in particular on constrained gateways that have also to deal with the plethora of disparate technologies available in the IoT landscape. To cope with these issues, we introduce a Lightweight Edge Gateway for the Internet of Things (LEGIoT) architecture. It relies on the modular characteristic of microservices and the flexibility of lightweight virtualization technologies to guarantee an extensible and flexible solution. In particular, by combining the implementation of specific frameworks and the benefits of container-based virtualization, our proposal enhances the suitability of edge gateways towards a wide variety of IoT protocols/applications (for both downlink and uplink) enabling an optimized resource management and taking into account requirements such as energy efficiency, multi-tenancy, and interoperability. LEGIoT is designed to be hardware agnostic and its implementation has been tested within a real sensor network. Achieved results demonstrate its scalability and suitability to host different applications meant to provide a wide range of IoT services.;ScienceDirect;10.1016/j.future.2018.10.020.
Management and Internet of Things;;Mayra Samaniego, Ralph Deters;Procedia Computer Science;The study and development of Internet of Things (IoT) applications, web and mobile, is on the increase. Applications, working with data obtained from different areas such as transportation, smart homes, health care, public services, industry and many others. Previous studies have focused on managing the obtained data. However, managing the heterogeneous resources that get that data is an area that demands more attention. This work addresses the management of resources in the Internet of Things. This is achieved by proposing a virtual-resource edge layer, which enables access and configuration to constrained physical resources. The architecture presented focuses on the use of virtual resources as a management concept and identifies different approaches in the performance evaluation on edge computing devices. Using the IoT protocol CoAP, virtual resources are exposed in the edge network. An evaluation of a Go CoAP virtual resource is presented.;ScienceDirect;10.1016/j.procs.2016.08.022.
Connectivity recovery in post-disaster scenarios through Cognitive Radio swarms;;Angelo Trotta, Marco Di Felice, Luca Bedogni, Luciano Bononi, Fabio Panzieri;Computer Networks;"In the aftermath of a natural calamity, relief operations can be hindered by damages to the terrestrial infrastructures (e.g. cellular base stations) that might lead to the disruption of wireless communication services. As a result, network partitions made up of isolated End-User (EU) devices, heterogeneous in terms of wireless access technologies and transmitting frequency bands, can occur within the scenario. In this paper, we address the problem of how to deploy a temporary and dynamic wireless network in order to quickly re-establish the end-to-end connectivity among isolated devices in a post-disaster environment. To this purpose, we propose the utilization of Repairing Units (RUs), consisting of Unmanned Ground Vehicles (UGVs) equipped with multiple Cognitive Radio (CR) devices; swarms of RUs are able to self-organize into a Repairing Mesh Network (RMN) that connects the isolated EU devices. Three main contributions are provided in this paper. First, we address the theoretical problem of determining the optimal deployment of the RMN (in terms of position and channel allocation on each RU), so that the number of connected EU devices is maximized, given a constrained number of available RUs. We further divide the deployment problem into a multi-channel spatial coverage and mesh connectivity problems, and we provide an approximated (optimal) solution. Second, we propose a distributed algorithm—based on the virtual spring force model—through which the RUs are able to explore the scenario in terms of space/frequency, and to create the RMN. Third, we evaluate connectivity and adaptiveness of the distributed solution through extensive Omnet++ simulations and a small scale test-bed. Simulation results show that the distributed RMN deployment algorithm provides performance close to the approximated solution in terms of covered EU devices. Experimental results demonstrate the ability of the distributed virtual spring model to adapt to dynamic propagation conditions, in order to maximize the quality of the wireless links of the RMN.";ScienceDirect;10.1016/j.comnet.2015.07.017.
Online VNF chain deployment on resource-limited edges by exploiting peer edge devices;;An Xie, Huawei Huang, Xiaoliang Wang, Zhuzhong Qian, Sanglu Lu;Computer Networks;Instead of deploying network functions on proprietary and dedicated hardware, Network Function Virtualization (NFV) enables to deploy network functions on virtual instances, such as virtual machines and containers. With the advance of 5G technologies, recent studies [1, 2] have shown that NFV has great potential to provide low-cost as well as ultra-low-latency services. Unfortunately, edge devices are in general of limited resource. A deep understanding of what kind of resources network function chain consumes on such edge devices and how to deal with the resource scarcity is yet unexplored. In this paper, through real experiments on a wireless router, we observe that in addition to the computation consumed CPU, communication between consecutive network functions in a chain also consumes significant amount of CPU on edge devices. To deploy network function chains on such resource-limited edge devices, we refer to peer edge devices. Concretely, we distribute part of network functions on peer edge devices that have both close proximity and relative low load. To this end, we formulate an online VNF chain deployment problem that addresses both the delay of chains and the maximum load among all edge devices by Integer Linear Programming (ILP). We prove that this problem is NP-complete. With respect to the chain delay and the maximum load, an approximation algorithm is designed, after which an online redeploy algorithm is proposed to further reduce the maximum load among all edge devices. Extensive simulations show that the proposed online deploy algorithm reduces the maximum load by 30%???50% compared with state-of-the-art deployment algorithms in edges. The online redeploy algorithm further reduces the maximum load by about 5%.;ScienceDirect;10.1016/j.comnet.2019.107069.
Hardware/software co-design for a high-performance Java Card interpreter in low-end embedded systems;;Massimiliano Zilli, Wolfgang Raschke, Reinhold Weiss, Johannes Loinig, Christian Steger;Microprocessors and Microsystems;Java Card is a Java running environment specific for smart cards. In such low-end embedded systems, the execution time of the applications is an issue of first order. One of the components of the Java Card Virtual Machine (JCVM) playing an important role in the execution speed is the bytecode interpreter. In Java systems the main technique for speeding-up the interpreter execution is the Just-In-Time compilation (JIT), but this resource consuming technique is inapplicable in systems with as restricted resources available as in smart cards. This paper presents a hardware/software co-design solution for the performance improvement of the interpreter. In the software domain, we adopted a pseudo-threaded code interpreter that allows a better run-time performance with a small amount of additional code. In the hardware domain, we proceeded moving parts of the interpreter into hardware, giving origin to a Java Card interpreter based on an application specific instruction set processor.;ScienceDirect;10.1016/j.micpro.2015.05.004.
Towards 5G network slicing for vehicular ad-hoc networks: An end-to-end approach;;Muhammad Afaq, Javed Iqbal, Talha Ahmed, Ihtesham Ul Islam, Murad Khan, Muhammad Sohail Khan;Computer Communications;The upcoming 5G networks not only have to support increasing data rates but also must provide a common infrastructure on which new services with vastly different network QoS requirements with lower delay are delivered. More precisely, applications for VANETs, that are mainly oriented to safety issues and entertainment (e.g. video streaming and video-on-demand, web browsing) are increasing. Most of these applications have strict latency constraints of the order of few milliseconds, and very high reliability requirements. To address such needs, a 5G platform needs the ability to dynamically create programmable virtual networks and differentiated traffic treatment utilizing solutions such as network slicing. To this end, in this paper, we propose a programmable and dynamic end-to-end slicing mechanism in an M-CORD based LTE network. One of the key features of M-CORD that the proposed network slicing mechanism utilizes is the virtualized EPC that enables customization and modification. M-CORD provides necessary functionality to program slice definitions, where the proposed mechanism fully follows its software-defined approach. Furthermore, we demonstrate how end devices placed in different slices can be allocated with different QoS treatments from the network operator based on end-user type. The results show that the proposed network slicing mechanism selects appropriate slices and allocates resources to users specific to their needs and service type.;ScienceDirect;10.1016/j.comcom.2019.10.018.
Towards an interoperable Internet of Things through a web of virtual things at the Fog layer;;Behailu Negash, Tomi Westerlund, Hannu Tenhunen;Future Generation Computer Systems;"A wide range of Internet of Things devices, platforms and applications have been implemented in the past decade. The variation in platforms, communication protocols and data formats of these systems creates islands of applications. Many organizations are working towards standardizing the technologies used at different layers of communication in these systems. However, interoperability still remains one of the main challenges towards realizing the grand vision of IoT. Intergration approaches proven in the existing Internet or enterprise applications are not suitable for the IoT, mainly due to the nature of the devices involved; the majority of the devices are resource constrained. To address this problem of interoperability, our work considers various types of IoT application domains, architecture of the IoT and the works of standards organizations to give a holistic abstract model of IoT. According to this model, there are three computing layers, each with a different level of interoperability needs — technical, syntactic or semantic. This work presents a Web of Virtual Things (WoVT) server that can be deployed at the middle layer of IoT (Fog layer) and Cloud to address the problem of interoperability. It exposes a REST like uniform interface for syntactic integration of devices at the bottom layer of IoT (perception layer). An additional RESTful api is used for integration with other similar WoVT servers at the Fog or the Cloud layer. The server uses a state of the art architecture to enable this integration pattern and provides means towards semantic interoperability. The analysis and evaluation of the implementation, such as performance, resource utilization and security perspectives, are presented. The simulation results demonstrate that an integrated and scalable IoT through the web of virtual things can be realized.";ScienceDirect;10.1016/j.future.2018.07.053.
Impact of human behavior on social opportunistic forwarding;;Waldir Moreira, Paulo Mendes;Ad Hoc Networks;"The current Internet design is not capable of supporting communications in environments characterized by very long delays and frequent network partitions. To allow devices to communicate in such environments, delay-tolerant networking solutions have been proposed by exploiting opportunistic message forwarding, with limited expectations of end-to-end connectivity and node resources. Such solutions envision non-traditional communication scenarios, such as disaster areas and development regions. Several forwarding algorithms have been investigated, aiming to offer the best trade-off between cost (number of message replicas) and rate of successful delivered message. Among such proposals, there has been an effort to employ social similarity, inferred from users’ mobility patterns, to improve opportunistic forwarding solutions. However, such proposals present two major drawbacks: first, they focus on distribution of intercontact times over the complete network structure, ignoring the impact that human behavior has on the dynamics of the network; and second, most of the proposed solutions look at challenging networking environments where networks have low density, ignoring the potential use of delay-tolerant networking to support low cost communications in networks with higher density, such as urban scenarios. This paper presents a study of the impact that human behavior has on opportunistic forwarding. Our goal is twofold: (i) to show that performance in low and high density networks can be improved by taking the dynamics of the network into account; and (ii) to show that delay-tolerant networking can be used to reduce communication costs in networks with high density by considering the users’ behavior.";ScienceDirect;10.1016/j.adhoc.2014.07.001.
Performance of a Low Cost Hadoop Cluster for Image Analysis in Cloud Robotics Environment;;Basit Qureshi, Yasir Javed, Anis Koubâa, Mohamed-Foued Sriti, Maram Alajlan;Procedia Computer Science;"With the emergence of cloud robotics, the cloud computing paradigm becomes increasingly attractive to robotics, where the cloud acts as the remote brain of low-cost robots, such as commodity drones. The idea is to offload heavy computations, like image processing, from the robot to the cloud; process it in short time (near real-time) and send back commands to the robot. This paper investigates the performance of a back-end cloud computing framework in deploying robotics-like applications (i.e. image analysis and processing) using low-cost Hadoop clusters. The design of a low-cost mini-data center built with readily available commodity 32-bit ARM boards, i.e. Raspberry Pi 2 Model B, is presented. Furthermore, the performance of RPi-based clusters is extensively tested with different types of data including text, text/image and image, and a comparative analysis against Hadoop cluster running on virtual machines is presented. The Hadoop Image Processing Interface (HIPI) Library was used and also configured to optimally utilize the Pi Cluster resources for improved performance. Results show that the RPi Hadoop cluster lags in performance when compared to Hadoop cluster running on virtual machines, the low cost and small form factor makes it ideal for remote Image analysis in surveillance / disaster recovery scenarios where UAVs can transmit image streams to the Cluster for remote processing.";ScienceDirect;10.1016/j.procs.2016.04.013.
Multi-criteria based zone head selection in Internet of Things based wireless sensor networks;;Haleem Farman, Bilal Jan, Huma Javed, Naveed Ahmad, Javed Iqbal, Muhammad Arshad, Shaukat Ali;Future Generation Computer Systems;"The past few years have seen dramatic development and a great interest in efficient service delivery and better resource utilization in the Internet of Things (IoT) based constrained Wireless Sensor Network (WSN). The IoT is mainly dependent on optimal deployment of energy aware WSN and efficient communication architecture for data transfer among heterogeneous devices. In addition, energy efficient clustering techniques for WSN node deployment and routing have achieved great involvement for prolonging network lifetime. In clustering technique, where the network is partitioned into different segments (clusters or zones) and proper attention must be given to the cluster head (CH) selection procedure for maximizing node reachability inside the cluster and efficient communication to the base station. In this paper, we have proposed multi-criteria based cluster head/zone head selection scheme in Internet of Things based WSN by considering distinct parameters affecting node energy and network lifetime. These parameters; energy level, distance from neighboring nodes, distance from center of the zone, number of times a node has been zone head and whether a node is merged or not, have direct impact on overall performance of WSN. The relative impact of each parameter in CH/ZH selection is computed using the Analytical Network Process (ANP) which is widely used multi-criteria decision tool. Simulation results of the proposed scheme show relatively better performance than existing energy efficient clustering techniques. The obtained results have been analyzed by varying the number of parameters in ZH selection and their impact on network stability and lifetime.";ScienceDirect;10.1016/j.future.2018.04.091.
EasyGo: Low-cost and robust geographic opportunistic sensing routing in a strip topology wireless sensor network;;Chen Liu, Dingyi Fang, Yue Hu, Shensheng Tang, Dan Xu, Wen Cui, Xiaojiang Chen, Baoying Liu, Guangquan Xu, Hao Chen;Computer Networks;With the fast increasing popularity of smart device communication technologies, the wireless networks on mobile sensing applications have received much attention. Wireless Sensor Networks (WSNs) with a strip structure are ubiquitous in real world deployments, such as pipeline monitoring, water quality monitoring as well as Great Wall monitoring. However, the existing routing methods will select the next-hop node that deviates from the transmission direction to sink node in strip networks with high curvature, leading to the high communication failure rate and energy consumption. To this end, we propose a new geographic routing sensing opportunistic approach, named EasyGo, to cope with the routing problem, i.e., the transmission success rate decreases in the complicated strip networks. Specifically, by investigating the transmission direction, we propose a new candidate selection algorithm SLS, which introduces the concepts of layer slicing and virtual sinks to improve the transmission success rate in strip WSNs. Theoretical analysis and extensive simulations illustrate the high efficiency and transmission performance of the proposed EasyGo strategy for strip WSNs. Furthermore, we implement the EasyGo on the testbed with Z-Stack™ nodes. Compared with the classic algorithms, our EasyGo improves the transmission success rate by up to 10%, reduces the communication overhead and the energy consumption rate by up to 11.8% and 5%, respectively.;ScienceDirect;10.1016/j.comnet.2018.07.002.
